Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Unknown Time,Comments
00001,26/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,2,unkn,,Early-Morning,
00002,26/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,2,unkn,,Early-Morning,
00003,26/03/2015,Capital,Bani Al-Harith,Al-Sonblah Neighbourhood,Residential Area,Civilian,Residential Area,2,unkn,,Early-Morning,
00004,26/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,3,unkn,,Early-Morning,
00005,26/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,3,unkn,,Early-Morning,
00006,26/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00007,26/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00008,26/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00009,26/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Afternoon,
00010,26/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,16,1,,Afternoon,
00011,26/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,16,1,,Afternoon,
00012,26/03/2015,Sanaa,Arhab,Al-Farijah,Al-Farijah Military Camp,Military_Security_Target,Military Site,21,unkn,,Evening,
00013,26/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,21,unkn,,Evening,
00014,26/03/2015,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,21,1,,Evening,
00015,26/03/2015,Sanaa,Bani Matar,Al-Subahah,Special Forces Military Camp,Military_Security_Target,Military Site,21,unkn,,Evening,
00016,26/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,21,1,,Evening,
00017,26/03/2015,Dhalie,Al-Dhalie,The City,33rd Armoured Brigade ,Military_Security_Target,Military Site,21,unkn,,Evening,
00018,26/03/2015,Dhalie,Qatabah,Murays,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,21,unkn,,Evening,
00019,26/03/2015,Hajja,Washhah,-,Haqqah School,Educational_Facility,School,unkn,unkn,,Afternoon,
00020,26/03/2015,Hajja,Washhah,"Samir, Shammakh mountains",-,Unknown,Unknown,unkn,unkn,,Afternoon,
00021,26/03/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,3,unkn,,Early-Morning,
00022,26/03/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,21,3,,Evening,
00023,26/03/2015,Saada,Haydan,Marran,House,Political_Tribal,Figure,unkn,2,,Early-Morning,
00024,26/03/2015,Saada,Haydan,Maa,Missiles Brigade Camp,Military_Security_Target,Weapon storage,unkn,unkn,,Early-Morning,
00025,26/03/2015,Saada,Al-Dhaher,Al-Malaheet,-,Unknown,Unknown,unkn,unkn,,Early-Morning,
00026,26/03/2015,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,15,unkn,,Afternoon,
00027,26/03/2015,Saada,Majz,Dhahyan,-,Unknown,Unknown,15,unkn,,Afternoon,
00028,26/03/2015,Saada,Al-Safra'a,Al-Naqa'ah,-,Unknown,Unknown,15,unkn,,Afternoon,
00029,26/03/2015,Saada,Kitaf Wa Al-Boqe'e,Beer Zaid,Badw Tents,Civilian,Residential Area,15,unkn,,Afternoon,
00030,26/03/2015,Saada,Al-Dhaher,Al-Marwee,Mountain,Unknown,Unknown,15,1,,Afternoon,
00031,26/03/2015,Taiz,Salah,-,SSF Camp,Military_Security_Target,Military Site,20,unkn,,Evening,
00032,26/03/2015,Taiz,Al-Taiziyah,-,Taiz Airport,Infrastructure,Transport,20,unkn,,Evening,
00033,26/03/2015,Taiz,Al-Taiziyah,Al-Hawban ,Tariq Air Base,Military_Security_Target,Military Site,20,unkn,,Evening,
00034,27/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00035,27/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00036,27/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00037,27/03/2015,Capital,Ma'ain,Al-Sunainah,Aviation college,Military_Security_Target,Military Site,9,unkn,,Morning,
00038,27/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,7,unkn,,Evening,
00039,27/03/2015,Capital,Ma'ain,Al-Sunainah,Aviation college,Military_Security_Target,Military Site,20,unkn,,Evening,
00040,27/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,8,unkn,,Evening,
00041,27/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,2,2,,Early-Morning,
00042,27/03/2015,Sanaa,Bani Matar,Al-Subahah,Special Forces Military Camp,Military_Security_Target,Military Site,2,unkn,,Early-Morning,
00043,27/03/2015,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Hill,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00044,27/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00045,27/03/2015,Sanaa,Bani Matar,Al-Nabi Shua'ib Mountain,Radars Centre,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00046,27/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00047,27/03/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00048,27/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00049,27/03/2015,Sanaa,Bani Matar,Al-Subahah,Special Forces Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00050,27/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,20,unkn,,Evening,
00051,27/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,8,unkn,,Evening,
00052,27/03/2015,Sanaa,Sanhan,Al-Sawad,48 hospital,Medical_Facility,Hospital,unkn,unkn,,Night,
00053,27/03/2015,Abyan,Zinjibar,Wadi Hassan ,Military Convoy,Military_Security_Target,Moving Target (weapons/fighters),23,1,,Night,
00054,27/03/2015,Dhalie,Al-Dhalie,The City,Aboud Military Camp,Military_Security_Target,Military Site,unkn,2,,Evening,
00055,27/03/2015,Dhalie,Al-Dhalie,Al-Jarba'a,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,unkn,2,,Evening,
00056,27/03/2015,Dhalie,Qatabah,Murays,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,unkn,1,,Evening,
00057,27/03/2015,Hudaydah,Al-Salif,Al-Salif port,Air Defence Military Camp,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00058,27/03/2015,Hudaydah,Al-Salif,-,Al-Salif port,Infrastructure,Transport,22,1,,Night,
00059,27/03/2015,Marib,Marib,Safer,49 Air Defence Battalion,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00060,27/03/2015,Marib,Majzar,Mas ,Mas Military Camp,Military_Security_Target,Military Site,unkn,2,,Midday,
00061,27/03/2015,Marib,Marib,Safer,Air Defence Military Site located near the Safer Oil Facility,Military_Security_Target,Military Site,unkn,unkn,,Afternoon,
00062,27/03/2015,Saada,Shada'a,-,-,Unknown,Unknown,2,unkn,,Early-Morning,
00063,27/03/2015,Saada,Kitaf Wa Al-Boqe'e,-,131st Infantry Brigade,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00064,27/03/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e Market,Residential Area,Civilian,Market place,unkn,unkn,,Morning,
00065,27/03/2015,Saada,Majz,Dhahyan,-,Unknown,Unknown,unkn,unkn,,Midday,
00066,27/03/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Salim,-,Unknown,Unknown,unkn,unkn,,Midday,
00067,27/03/2015,Saada,Monabbih,Ozlat Al-Maswad,Civilian's house,Civilian,Residential Area,17,unkn,,Afternoon,
00068,28/03/2015,Capital,Azal,Noqom Mountain,Weapons Stores,Military_Security_Target,Weapon storage,3,unkn,,Early-Morning,
00069,28/03/2015,Capital,Al-Wahdah,Hadda,House,Political_Tribal,Figure,3,unkn,,Early-Morning,
00070,28/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,4,unkn,,Early-Morning,
00071,28/03/2015,Capital,Ma'ain,Al-Sunainah,Aviation college,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00072,28/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,19,unkn,,Evening,
00073,28/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,24,unkn,,Evening,
00074,28/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00075,28/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,2,5,,Early-Morning,
00076,28/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00077,28/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00078,28/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00079,28/03/2015,Abyan,Khanfir,Shaqrah,115th Infantry Brigade,Military_Security_Target,Military Site,23,unkn,unkn,Afternoon,
00080,28/03/2015,Abyan,Zinjibar,Wadi Hassan ,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,unkn,Evening,
00081,28/03/2015,Amran,Qaflah Odhr,,Al-Qashlah Military Camp,Military_Security_Target,Military Site,17,3,,Afternoon,
00082,28/03/2015,Dhamar,Mayfa'at  Ans,Samah,Samah Mlitary Camp,Military_Security_Target,Military Site,1,unkn,,Early-Morning,
00083,28/03/2015,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Night,
00084,28/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanha,Al-Hudaydah Airport,Infrastructure,Transport,19,unkn,,Evening,
00085,28/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanha,"Military Airport, Air Defence forces, Radars",Military_Security_Target,Military Site,20,unkn,,Evening,
00086,28/03/2015,Hudaydah,Al-Hudaydah City,Al-Damghah Neighbourhood,Residential Area,Civilian,Residential Area,unkn,unkn,,Evening,
00087,28/03/2015,Hudaydah,Bajil,Kilo 7,Coastal defense military camp,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00088,28/03/2015,Jawf,Al-Ghayl,-,House,Political_Tribal,Figure,unkn,unkn,,Midday,
00089,28/03/2015,Marib,Marib,The City,180th Air Defence Military Camp Radars,Military_Security_Target,Military Site,unkn,1,,Early-Morning,
00090,28/03/2015,Marib,Marib,Sahn Al-Jin,14th Armoured Brigade,Military_Security_Target,Military Site,17,1,,Afternoon,
00091,28/03/2015,Saada,Sa'ada,Qahzah,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,unkn,,unkn,
00092,28/03/2015,Saada,Sa'ada,The City,School ,Educational_facility,School,13,unkn,,Afternoon,
00093,28/03/2015,Saada,Sa'ada,The City,Electricity station,Economic_infrastructure,Water & Electricity,13,unkn,,Afternoon,
00094,28/03/2015,Saada,Sa'ada,-,Central jail ,Military_Security_Target,Military Site,16,unkn,,Afternoon,
00095,28/03/2015,Saada,Sa'ada,-,Yemeni Gas Company,Infrastructure,Gov. compounds,16,unkn,,Afternoon,
00096,28/03/2015,Saada,Al-Dhaher,Al-Malaheet,105th Infantry Brigade (Al-Kamb Military Camp),Military_Security_Target,Military Site,unkn,unkn,,Evening,
00097,28/03/2015,Saada,Sa'ada,Qahzah,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00098,28/03/2015,Saada,Saqain,Al-Sha'af,-,Unknown,Unknown,unkn,3,,Evening,
00099,28/03/2015,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,23,8,,Night,
00100,28/03/2015,Saada,Sa'ada,-,1st Artillery Brigade,Military_Security_Target,Military Site,24,unkn,,Night,
00101,29/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,1,unkn,,Early-Morning,
00102,29/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,unkn,unkn,,Early-Morning,
00103,29/03/2015,Capital,Ma'ain,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,20,unkn,,Evening,
00104,29/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,20,unkn,,Evening,
00105,29/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,20,unkn,,Evening,
00106,29/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,21,unkn,,Evening,
00107,29/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,21,unkn,,Evening,
00108,29/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,20,unkn,,Evening,
00109,29/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,20,unkn,,Evening,
00110,29/03/2015,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Military Camp,Military_Security_Target,Military Site,20,unkn,,Evening,
00111,29/03/2015,Bayda,No'man,Aqabat Al-Sahah,Pro-Houthi forces,Military_Security_Target,Forces,16,1,,Afternoon,
00112,29/03/2015,Dhamar,Ans,Al-Qarn,Pro-Houthi forces training camps,Military_Security_Target,Military Site,22,unkn,,Night,
00113,29/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanha,Air Defence Military Camp,Military_Security_Target,Military Site,1,unkn,,Early-Morning,
00114,29/03/2015,Hudaydah,Al-Mina,Al-Katheeb,Air Defence Battalion,Military_Security_Target,Military Site,unkn,unkn,,unkn,
00115,29/03/2015,Hudaydah,Al-Mina,-,Naval Collage,Military_Security_Target,Military Site,21,unkn,,Evening,
00116,29/03/2015,Hudaydah,Al-Mina,Al-Katheeb,Radar station,Military_Security_Target,Military Site,21,unkn,,Evening,
00117,29/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanha,Air Defence Military Camp,Military_Security_Target,Military Site,21,1,,Evening,
00118,29/03/2015,Jawf,Khab Wa Al-Sha'af,Habash Mountain,Telecommunications Towers,Infrastructure,Communication,unkn,unkn,,Midday,
00119,29/03/2015,Marib,Marib,East of Marib City,Military Sites,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00120,29/03/2015,Marib,Marib,Sahn Al-Jin,Detecting Radars,Military_Security_Target,Military Site,21,1,,Evening,
00121,29/03/2015,Marib,Marib,Third Military Reguin HQ,Air Defence Battalion,Military_Security_Target,Military Site,21,1,,Evening,
00122,29/03/2015,Saada,Baqim,"Ma'ali, Mara'a, Abwab Al-Hadeed",-,Civilian,Residential Area,unkn,unkn,,Midday,
00123,29/03/2015,Saada,Sihar,Al-Mahadher,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
00124,29/03/2015,Saada,Razih,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
00125,29/03/2015,Saada,Saqain,"Qarhid, Khamees Al-Mihwar",-,Civilian,Residential Area,unkn,unkn,,Midday,
00126,29/03/2015,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,18,unkn,,Evening,
00127,29/03/2015,Saada,Sa'ada,The City,Cultural Centre,Infrastructure,Gov. Compounds,unkn,3,,unkn,
00128,29/03/2015,Saada,Sa'ada,The City,Al-Ibbi House,Civilian,Residential Area,unkn,unkn,,unkn,
00129,29/03/2015,Saada,Haydan,-,-,Unknown,Unknown,18,unkn,,Evening,
00130,29/03/2015,Shabwa,Bayhan,Aqabat Al-Qandha'a,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
00131,29/03/2015,Taiz,Sabir Al-Mawadim,Al-Aroos Mountain,Al-Arous Military Camp,Military_Security_Target,Military Site,unkn,1,,Midday,
00132,29/03/2015,Taiz,Al-Mukha,Al-Mukha Port,Air Defence Military Sites,Military_Security_Target,Military Site,20,1,,Evening,
00133,30/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00134,30/03/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,10,unkn,,Midday,
00135,30/03/2015,Capital,Al-Wahdah,60m Road,Military Supplies Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon,
00136,30/03/2015,Capital,Al-Wahdah,60m Road,YEC Storage units,Economic_infrastructure,Food (Storage/transportation),16,unkn,,Afternoon,
00137,30/03/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,1,,Morning,
00138,30/03/2015,Sanaa,Bani Hushaysh,Al-Jamimah,Al-Jamimah Military Camp,Military_Security_Target,Military Site,10,1,,Midday,
00139,30/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon,
00140,30/03/2015,Sanaa,Bani Matar,Ayban Mountain,Air Defence Batteries,Military_Security_Target,Military Site,16,unkn,,Afternoon,
00141,30/03/2015,Sanaa,Bani Hushaysh,Al-Khorafi,Al-Khorafi Military Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon,
00142,30/03/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,20,unkn,,Evening,
00143,30/03/2015,Abyan,Khanfir,Shaqrah,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),15,unkn,unkn,Afternoon,
00144,30/03/2015,Abyan,Zinjibar,-,15th Infantry Brigade,Military_Security_Target,Military Site,21,unkn,unkn,Evening,
00145,30/03/2015,Abyan,Khanfir,Al-Kod,Civilians Gathering,Civilian,Social gathering,unkn,unkn,,Evening,
00146,30/03/2015,Aden,Khor Maksar,Al-Alam Checkpoint,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),14,1,unkn,Midday,
00147,30/03/2015,Aden,Khor Maksar,Al-Areesh,Bus (with civilians onboard),Civilian,Vehicle/buss,unkn,1,,Afternoon,
00148,30/03/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,20,1,,Evening,
00149,30/03/2015,Aden,Khor Maksar,Near President Hadi House,Residential Area,Civilian,Residential Area,unkn,unkn,,Evening,
00150,30/03/2015,Aden,Khor Maksar,-,39th Armoured Brigade,Military_Security_Target,Military Site,unkn,1,,Evening,
00151,30/03/2015,Aden,Al-Mualla,-,Aden Port,Infrastructure,Transport,unkn,2,,Evening,
00152,30/03/2015,Hajja,Harad,Al-Mazraq,IDPs Camp,Civilian,Residential Area,1,4,,Midday,
00153,30/03/2015,Ibb,Yarim,Bab Al-Dhawrain,4 Houses,Civilian,Residential Area,unkn,unkn,,Evening,
00154,30/03/2015,Ibb,Yarim,Bab Al-Dhawrain,2 Gas stations,Economic_infrastructure,Oil & Gas,unkn,unkn,,Evening,
00155,30/03/2015,Lahj,Tuban,Al-Husayni,Pro-Houthi forces,Military_Security_Target,Forces,21,3,,Evening,
00156,30/03/2015,Lahj,Al-Musaymir,-,Al-Wataniyah Cement Factory,Infrastructure,Factory,23,unkn,,Night,
00157,30/03/2015,Shabwa,Bayhan,Outskirts of the city,Anti-Houthi Groups,Military_Security_Target,Forces,unkn,1,,Afternoon,
00158,30/03/2015,Saada,Shada'a,Al-Mashnaq,Ressidentia Area,Civilian,Residential Area,unkn,unkn,,Early-Morning,
00159,30/03/2015,Saada,Sa'ada,The City,Local Airport,Infrastructure,Transport,unkn,unkn,,Afternoon,
00160,30/03/2015,Saada,Sa'ada,Qahzah,Electricity Station,Economic_infrastructure,Water & Electricity,unkn,1,,Afternoon,
00161,30/03/2015,Saada,Kitaf Wa Al-Boqe'e,Marar,-,Unknown,Unknown,unkn,1,,Afternoon,
00162,30/03/2015,Taiz,Mawyah,Awman Mountain,Air Defence Military Sites,Military_Security_Target,Military Site,20,4,,Evening,
00163,30/03/2015,Taiz,Al-Taiziyah,Al-Hawban ,Tariq Air Base,Military_Security_Target,Military Site,20,unkn,,Evening,
00164,30/03/2015,Taiz,Al-Taiziyah,-,Taiz Airport,Infrastructure,Transport,unkn,1,,Evening,
00165,30/03/2015,Taiz,Sabir Al-Mawadim,Al-Aroos Mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Evening,
00166,31/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,1,2,,Early-Morning,
00167,31/03/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,1,unkn,,Early-Morning,
00168,31/03/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,1,unkn,,Early-Morning,
00169,31/03/2015,Capital,Al-Sab'ein,Al-Nahdain,3rd Armoured Presidential Guards,Military_Security_Target,Military Site,1,unkn,,Early-Morning,
00170,31/03/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,21,unkn,,Evening,
00171,31/03/2015,Capital,Azal,Noqom Mountain,Weapons Stores,Military_Security_Target,Weapon storage,21,unkn,,Evening,
00172,31/03/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,2,3,,Early-Morning,
00173,31/03/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00174,31/03/2015,Dhalie,Al-Dhalie,The City,33rd Armoured Brigade ,Military_Security_Target,Military Site,10,5,,Midday,
00175,31/03/2015,Dhalie,Al-Dhalie,-,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,10,unkn,,Midday,
00176,31/03/2015,Dhalie,Al-Dhalie,-,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening,
00177,31/03/2015,Hajja,Harad,-,2nd Border Guards Brigade,Military_Security_Target,Military Site,3,unkn,,Early-Morning,
00178,31/03/2015,Hajja,Harad,-,DHL Mails Bus,Infrastructure,Transport,unkn,1,,Morning,
00179,31/03/2015,Hajja,Harad,-,Harad Customs,Infrastructure,Gov. compounds,19,1,,Evening,
00180,31/03/2015,Hajja,Harad,-,Al-Twal Crossing-Border,Infrastructure,Transport,20,unkn,,Evening,
00181,31/03/2015,Hajja,Midi,-,Midi Port,Infrastructure,Transport,22,unkn,,Night,
00182,31/03/2015,Hudaydah,Al-Durayhimi,Al-Jabbanha,Al-Hudaydah Airport,Military_Security_Target,Military Site,1,1,,Early-Morning,
00183,31/03/2015,Hudaydah,,-,Al-Ahliyah oil and packaging materials company,Economic_infrastructure,Private factory,unkn,unkn,,unkn,
00184,31/03/2015,Hudaydah,,,Al-Tadhamomiyah soft drinks company,Economic_infrastructure,Private factory,unkn,unkn,,unkn,
00185,31/03/2015,Hudaydah,Al-Hali,Kilo 16,Yamani Dairy Factory,Economic_infrastructure,Private factory,unkn,4,,Night,
00186,31/03/2015,Hudaydah,,,Dar Al-Dhyafah,Unknown,Unknown,unkn,unkn,,Night,
00187,31/03/2015,Hudaydah,Bajil,-,Coastal defense military camp,Military_Security_Target,Military Site,unkn,unkn,,Night,
00188,31/03/2015,Hudaydah,Al-Hali,Jaizan Road,The Traffiq Police,Military_Security_Target,Military Site,unkn,unkn,,Night,
00189,31/03/2015,Ibb,Yarim,Kitab,Thawabah and Al-Qadiri Fuel Stations and Two Oil Trucks,Economic_infrastructure,Oil & Gas,unkn,8,,Early-Morning,
00190,31/03/2015,Ibb,Yarim,Al-Dhawrain,Al-Dhawrain Checkpoint,Military_Security_Target,Checkpoints,unkn,unkn,,Early-Morning,
00191,31/03/2015,Ibb,Yarim,The City,55th  Artillery Brigade,Military_Security_Target,Military Site,unkn,unkn,,Night,
00192,31/03/2015,Marib,Marib,Sahn Al-Jin,Missiles Battalion,Military_Security_Target,Military Site,unkn,2,,Evening,
00193,31/03/2015,Marib,Marib,-,Military forces (Protection Oil pipeline),Military_Security_Target,Military Site,unkn,unkn,,Evening,
00194,31/03/2015,Saada,Kitaf Wa Al-Boqe'e,-,131st Infantry Brigade,Military_Security_Target,Military Site,unkn,4,,Early-Morning,
00195,31/03/2015,Saada,Shada'a,Al-Mothalath,Governmental Compound,Infrastructure,Gov. compounds,unkn,4,,Early-Morning,
00196,31/03/2015,Saada,Shada'a,Al-Mothalath,Security HQ,Military_Security_Target,Military Site,unkn,4,,Early-Morning,
00197,31/03/2015,Saada,Al-Dhaher,"Al-Hassamah, Wadi Layh",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
00198,31/03/2015,Saada,Razih,Aqabat Bisbas,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Midday,
00199,31/03/2015,Saada,Haydan,Marran,-,Unknown,Unknown,unkn,unkn,,Evening,
00200,31/03/2015,Saada,Shada'a,-,-,Unknown,Unknown,unkn,12,,Evening,
00201,31/03/2015,Shabwa,Bayhan,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning,
00202,31/03/2015,Taiz,Al-Mukha,-,Air Defence Military Sites,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
00203,01/04/2015,Capital,Ma'ain,Madhbah,Al-Sha'ab Stadium,Infrastructure,Sport Facility,unkn,unkn,,Early-Morning,
00204,01/04/2015,Capital,Azal,Noqom Mountain,Military Site,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00205,01/04/2015,Capital,Al-Thawrah,Al-Hasabah,Military Maintenance Camp ,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00206,01/04/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn,,Evening,
00207,01/04/2015,Capital,Al-Thawrah,Al-Jiraf,Residential Area,Civilian,Residential Area,unkn,unkn,,Evening,
00208,01/04/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,unkn,unkn,,Evening,
